id,starting_street,end_street,total_distance,total_travel_time,number_of_steps,street_for_each_step,distance_per_step,travel_time_per_step,step_maneuvers,step_direction,step_location_list
id3811963,East 14th Street,9th Avenue,5489.8,519.1,7,East 14th Street|1st Avenue|1st Avenue|1st Avenue Tunnel|East 49th Street|9th Avenue|9th Avenue,213.4|2093.8|16.8|673.3|2198.6|293.9|0,31.3|245.6|0.9|46|173.1|22.2|0,depart|turn|fork|fork|turn|turn|arrive,none|left|slight left|slight right|left|left|arrive,"-73.984778,40.732279|-73.982557,40.731357|-73.970566,40.747842|-73.970515,40.747988|-73.966596,40.753255|-73.989402,40.762862|-73.991086,40.760548"
id2615802,East 79th Street,West 83rd Street,2261.1,230.3,8,East 79th Street|79th Street Transverse Road|West 81st Street|Columbus Avenue|West 79th Street|Amsterdam Avenue|West 83rd Street|West 83rd Street,135.7|973.4|271.9|164|274.4|328.2|113.5|0,10.8|108.9|25.5|15.2|22.1|31.5|16.3|0,depart|new name|new name|turn|turn|turn|turn|arrive,none|straight|straight|left|right|right|left|arrive,"-73.962343,40.776405|-73.963749,40.777|-73.971734,40.782037|-73.974542,40.783243|-73.975483,40.781952|-73.978329,40.783153|-73.976436,40.785732|-73.977613,40.786229"
id1029311,Broadway,Hudson Street,2976.1,332.9,6,Broadway|Murray Street|West Street|Morton Street|Hudson Street|Hudson Street,17.7|566.4|1805|307.2|279.7|0,6|73.3|174.6|41.7|37.3|0,depart|turn|turn|turn|turn|arrive,none|right|right|right|left|arrive,"-74.007114,40.71318|-74.007225,40.713045|-74.013214,40.715219|-74.010338,40.731287|-74.006721,40.730945|-74.006324,40.733442"
id1993876,21st Street,27th Street,2538.6,199.8,4,21st Street|Queens Plaza South|27th Street|27th Street,2023.2|427.7|87.7|0,142.1|45.1|12.6|0,depart|turn|turn|arrive,right|left|right|arrive,"-73.93022,40.766874|-73.944235,40.752108|-73.939839,40.750187|-73.940431,40.749538"
id1325201,Lexington Avenue,Lexington Avenue,2766.4,251.2,2,Lexington Avenue|Lexington Avenue,2766.4|0,251.2|0,depart|arrive,right|arrive,"-73.959277,40.774432|-73.975159,40.752663"
id0393489,Broadway,Myrtle Avenue,3644.9,343.2,7,Broadway|Walker Street|Canal Street|Manhattan Bridge|Flatbush Avenue|Myrtle Avenue|Myrtle Avenue,85.5|374.7|232.7|2311.3|416.6|224.2|0,17.2|48|32.6|179.3|34.8|31.3|0,depart|turn|turn|turn|new name|turn|arrive,left|left|straight|slight right|straight|sharp right|arrive,"-74.00198,40.719285|-74.002529,40.718639|-73.998586,40.717119|-73.996079,40.716244|-73.985191,40.69722|-73.983434,40.693721|-73.982726,40.693577"
id0679366,9th Avenue,Prince Street,3733.3,513.8,9,9th Avenue|Hudson Street|Hudson Street|Bleecker Street|Bleecker Street|Laguardia Place|West Broadway|Prince Street|Prince Street,1738.2|203.1|207.5|397.7|824.2|140.9|162.6|59.2|0,230.5|26.7|29.2|64.4|114.1|17.8|24.5|6.6|0,depart|new name|fork|turn|fork|turn|new name|turn|arrive,none|straight|slight right|left|slight left|right|straight|right|arrive,"-73.995408,40.754594|-74.005127,40.740851|-74.005469,40.739046|-74.005772,40.737195|-74.004475,40.733798|-73.998954,40.72807|-73.999865,40.727008|-74.000898,40.725773|-74.001477,40.726075"
id3481679,7th Avenue,West 20th Street,780.2,110.5,3,7th Avenue|West 20th Street|West 20th Street,684|96.2|0,99.8|10.7|0,depart|turn|arrive,left|left|arrive,"-73.993087,40.747613|-73.997007,40.742228|-73.996009,40.741808"
id1246449,Cadman Plaza West,Orchard Street,4049.0,384.9,8,Cadman Plaza West|Cadman Plaza West|Tillary Street|Flatbush Avenue Extension|Manhattan Bridge|Canal Street|Orchard Street|Orchard Street,129.9|250.6|575.8|201|2186.7|271.3|433.7|0,14.2|35.1|50.8|15.1|175.4|43.9|50.4|0,depart|continue|turn|turn|fork|turn|turn|arrive,right|uturn|left|left|slight right|right|left|arrive,"-73.991311,40.697121|-73.991331,40.698288|-73.991166,40.696194|-73.984347,40.695934|-73.98517,40.69763|-73.99487,40.715815|-73.991889,40.714899|-73.990024,40.718533"
id1042604,Park Avenue,Park Avenue,2295.4,208.4,2,Park Avenue|Park Avenue,2295.4|0,208.4|0,depart|arrive,none|arrive,"-73.961046,40.775089|-73.97423,40.757029"
id2416491,6th Avenue,Madison Avenue,1456.3,188.8,4,6th Avenue|West 38th Street|Madison Avenue|Madison Avenue,465|465.2|526.1|0,66.3|76.3|46.2|0,depart|turn|turn|arrive,none|right|left|arrive,"-73.9886,40.748652|-73.985947,40.752317|-73.981123,40.750282|-73.978099,40.75442"
id1461746,Madison Avenue,West 57th Street,1897.7,194.0,5,Madison Avenue|East 71st Street|5th Avenue|West 57th Street|West 57th Street,34.4|154.4|1119.7|589.2|0,9.6|29.6|118.2|36.6|0,depart|turn|turn|turn|arrive,none|left|left|right|arrive,"-73.966131,40.770829|-73.965933,40.7711|-73.967534,40.771776|-73.973968,40.762967|-73.980081,40.76554"
id2666636,East 63rd Street,East 54th Street,1442.9,147.7,6,East 63rd Street|Lexington Avenue|East 57th Street|5th Avenue|East 54th Street|East 54th Street,146.9|483.2|466.2|244.8|101.7|0,28.6|45.9|39.3|27.3|6.6|0,depart|turn|turn|turn|turn|arrive,right|left|right|left|left|arrive,"-73.964835,40.76409|-73.966359,40.764732|-73.969132,40.760929|-73.973968,40.762967|-73.975373,40.76104|-73.974318,40.760596"
id3112644,West 35th Street,East 22nd Street,2367.4,287.0,6,West 35th Street|8th Avenue|West 36th Street|5th Avenue|East 22nd Street|East 22nd Street,269|78.7|858.6|1123.8|37.2|0,42.8|12.9|66.2|161|4.1|0,depart|turn|turn|turn|turn|arrive,none|right|right|right|left|arrive,"-73.990187,40.751681|-73.992976,40.752858|-73.992525,40.753478|-73.983621,40.749724|-73.99007,40.74088|-73.989683,40.740719"
id2619461,West 72nd Street,West 69th Street,846.3,90.0,4,West 72nd Street|Central Park West|West 69th Street|West 69th Street,363.2|246|237.2|0,29.8|26.1|34.1|0,depart|turn|turn|arrive,none|right|right|arrive,"-73.979736,40.777793|-73.975959,40.776217|-73.97737,40.774281|-73.979828,40.775321"
id3622136,2nd Avenue,Avenue C,1506.7,213.3,4,2nd Avenue|East 14th Street|Avenue C|Avenue C,68.1|892.4|546.1|0,15.1|109.8|88.4|0,depart|turn|end of road|arrive,none|left|right|arrive,"-73.98455,40.732883|-73.984941,40.732347|-73.975683,40.728454|-73.978795,40.724148"
id3845696,West 38th Street,3rd Avenue,2325.0,233.7,5,West 38th Street|7th Avenue|West 36th Street|3rd Avenue|3rd Avenue,372.6|156.3|1209.7|586.3|0,59.8|26.9|100.5|46.5|0,depart|turn|turn|turn|arrive,right|right|left|left|arrive,"-73.992654,40.755143|-73.988787,40.753517|-73.989688,40.752289|-73.977146,40.746996|-73.97379,40.751614"
id1848367,East 42nd Street,5th Avenue,1946.7,227.5,5,East 42nd Street|Lexington Avenue|East 37th Street|5th Avenue|5th Avenue,397|402.3|466.8|680.6|0,56.7|38.4|43.9|88.5|0,depart|turn|turn|turn|arrive,left|right|right|left|arrive,"-73.980157,40.753171|-73.976025,40.751456|-73.978344,40.748294|-73.98318,40.750341|-73.987079,40.744982"
id3673629,Park Avenue,East 52nd Street,1851.2,187.1,5,Park Avenue|East 57th Street|2nd Avenue|East 52nd Street|East 52nd Street,543.6|537.1|404.1|366.4|0,54.9|39.8|37.7|54.7|0,depart|turn|turn|turn|arrive,none|left|right|left|arrive,"-73.967741,40.765945|-73.970857,40.761665|-73.965292,40.75931|-73.967609,40.756129|-73.963811,40.754525"
id1652734,Central Park South,East 56th Street,1670.7,152.9,5,Central Park South|East 59th Street|2nd Avenue|East 56th Street|East 56th Street,410.1|836.7|253|170.9|0,32.9|70.1|25.3|24.6|0,depart|new name|turn|turn|arrive,none|straight|right|left|arrive,"-73.977237,40.766102|-73.973015,40.764279|-73.964331,40.760633|-73.965778,40.75864|-73.964011,40.757886"
id3873784,2nd Avenue,West 33rd Street,1886.5,221.9,7,2nd Avenue|East 37th Street|5th Avenue|West 31st Street|6th Avenue|West 33rd Street|West 33rd Street,49.6|838.8|484.2|309.8|155.1|49.1|0,9.8|74.3|64.6|40.8|26.9|5.5|0,depart|turn|turn|turn|turn|turn|arrive,right|right|left|right|right|left|arrive,"-73.974208,40.747063|-73.974485,40.74667|-73.98318,40.750341|-73.985954,40.746529|-73.989157,40.747896|-73.988265,40.749116|-73.988778,40.749325"
id3678280,6th Avenue,East 20th Street,1224.9,177.4,8,6th Avenue|West 32nd Street|Broadway|West 26th Street|5th Avenue|Broadway|East 20th Street|East 20th Street,12.6|49.3|504.6|78.8|132.9|367|79.6|0,5.5|8.1|71|12.9|19|52.1|8.8|0,depart|turn|turn|turn|turn|turn|turn|arrive,none|right|right|left|right|slight left|left|arrive,"-73.988781,40.748405|-73.988708,40.748504|-73.988195,40.74829|-73.989011,40.743796|-73.988194,40.743451|-73.988951,40.742403|-73.989765,40.739177|-73.988938,40.738831"
id3140410,Laguardia Place,6th Avenue,2739.1,378.4,4,Laguardia Place|West 3rd Street|6th Avenue|6th Avenue,66.5|355.7|2316.9|0,11.7|49.5|317.2|0,depart|turn|end of road|arrive,none|right|right|arrive,"-73.997465,40.729816|-73.997886,40.72931|-74.001413,40.731065|-73.988122,40.749299"
id0881522,Amsterdam Avenue,Frederick Douglass Boulevard,4310.8,351.0,5,Amsterdam Avenue|West 96th Street|Central Park West|Frederick Douglass Boulevard|Frederick Douglass Boulevard,1160.3|544.7|1106.2|1499.6|0,96.2|45.1|98|111.7|0,depart|turn|turn|rotary|arrive,right|right|left|right|arrive,"-73.97703,40.784919|-73.970364,40.794049|-73.964707,40.791674|-73.95834,40.800373|-73.94989,40.811922"
id3539655,West 58th Street,West 67th Street,1069.2,136.4,5,West 58th Street|8th Avenue|Central Park West|West 67th Street|West 67th Street,22.7|49|700.5|297|0,10.6|7.5|73.6|44.7|0,depart|turn|rotary|turn|arrive,none|left|right|left|arrive,"-73.982635,40.767503|-73.982399,40.767405|-73.981997,40.767688|-73.978281,40.773031|-73.981361,40.774331"
id3753447,Church Street,Bowery,1631.1,225.3,6,Church Street|Worth Street|Mulberry Street|Bayard Street|Bowery|Bowery,440.4|664.6|225.4|228.2|72.6|0,65.5|89.7|29.9|32.1|8.1|0,depart|turn|turn|turn|turn|arrive,none|right|sharp left|right|right|arrive,"-74.008936,40.713689|-74.006251,40.717085|-73.999553,40.713934|-73.999322,40.715917|-73.99686,40.715065|-73.997273,40.714492"
id0682736,8th Avenue,West 57th Street,2129.1,267.8,3,8th Avenue|West 57th Street|West 57th Street,1926.1|203|0,245|22.8|0,depart|turn|arrive,none|left|arrive,"-73.993926,40.751556|-73.982878,40.766716|-73.984983,40.767605"
id0239312,Grand Street,Park Avenue,4984.5,620.7,10,Grand Street|Crosby Street|East Houston Street|Lafayette Street|4th Avenue|Union Square East|Park Avenue South|Park Avenue Tunnel|Park Avenue|Park Avenue,231.6|623.2|46.4|788.9|388.6|251.9|1253.4|1353.4|47.1|0,35.3|76.7|10.8|102.5|53.5|34.2|170.4|126.9|10.4|0,depart|turn|turn|turn|new name|new name|new name|fork|continue|arrive,none|left|right|left|straight|straight|straight|slight left|uturn|arrive,"-74.002143,40.721589|-73.999868,40.720432|-73.995903,40.725161|-73.99538,40.725032|-73.99041,40.731002|-73.989898,40.734456|-73.988932,40.736522|-73.981781,40.746402|-73.974347,40.756523|-73.974703,40.756382"
id0823536,West 44th Street,East 56th Street,1508.6,150.4,6,West 44th Street|6th Avenue|West 54th Street|Madison Avenue|East 56th Street|East 56th Street,37.5|794.9|465.8|159.1|51.2|0,12.8|74|39.8|16.5|7.3|0,depart|turn|turn|turn|turn|arrive,right|left|right|left|right|arrive,"-73.983556,40.756306|-73.983167,40.756142|-73.978601,40.762396|-73.973766,40.760364|-73.972851,40.761615|-73.972318,40.761393"
id1605820,East 29th Street,West 47th Street,2570.8,285.9,6,East 29th Street|Madison Avenue|East 45th Street|6th Avenue|West 47th Street|West 47th Street,116.8|1284.1|466.6|158.4|544.8|0,17.1|147.5|36.6|19.7|65|0,depart|turn|turn|turn|turn|arrive,none|right|left|right|left|arrive,"-73.984035,40.744113|-73.985246,40.744623|-73.977875,40.754728|-73.982712,40.756771|-73.981798,40.758016|-73.987449,40.760398"
id1944846,East 24th Street,5th Avenue,1105.9,175.4,7,East 24th Street|Park Avenue South|East 27th Street|Madison Avenue|East 33rd Street|5th Avenue|5th Avenue,57.7|236|163.9|471.1|154.5|22.8|0,15.9|37.7|24.4|70.3|24.6|2.5|0,depart|turn|turn|turn|turn|turn|arrive,left|left|left|right|left|left|arrive,"-73.986398,40.741067|-73.9858,40.740815|-73.984448,40.742673|-73.986146,40.743391|-73.983443,40.747098|-73.985046,40.747773|-73.985178,40.747594"
id0108016,2nd Avenue,3rd Avenue,928.6,127.9,5,2nd Avenue|East 7th Street|Cooper Square|3rd Avenue|3rd Avenue,14|215.5|78.2|620.9|0,5.6|27.9|10.8|83.6|0,depart|turn|end of road|new name|arrive,none|right|right|straight|arrive,"-73.988039,40.728096|-73.988119,40.727986|-73.990344,40.72894|-73.989902,40.729558|-73.986342,40.734445"
id1277294,6th Avenue,6th Avenue,892.0,121.8,2,6th Avenue|6th Avenue,892|0,121.8|0,depart|arrive,right|arrive,"-74.000461,40.732384|-73.995349,40.739406"
id1274530,East 54th Street,East 50th Street,924.2,88.8,6,East 54th Street|Lexington Avenue|East 49th Street|Madison Avenue|East 50th Street|East 50th Street,68.5|398.1|311.1|79.6|66.8|0,8.6|38.1|28.4|9.3|4.4|0,depart|turn|turn|turn|turn|arrive,right|right|right|right|right|arrive,"-73.971245,40.7593|-73.970533,40.759002|-73.97282,40.75587|-73.976045,40.757232|-73.975591,40.75786|-73.974899,40.757567"
id0182785,East 82nd Street,3rd Avenue,1276.2,114.2,5,East 82nd Street|1st Avenue|East 86th Street|3rd Avenue|3rd Avenue,2.9|329.8|444.4|499.2|0,7.9|31.5|35.1|39.7|0,depart|turn|turn|turn|arrive,none|left|left|right|arrive,"-73.951291,40.774305|-73.951261,40.774292|-73.94937,40.776888|-73.953979,40.778832|-73.951108,40.782758"
id2244730,Park Avenue,East 87th Street,1209.7,124.2,5,Park Avenue|East 86th Street|Madison Avenue|East 87th Street|East 87th Street,929.3|168.9|85.1|26.4|0,90.3|17.1|13|3.8|0,depart|turn|turn|turn|arrive,none|left|right|left|arrive,"-73.962392,40.772816|-73.957059,40.78013|-73.958811,40.780869|-73.958319,40.781537|-73.958593,40.781653"
id0956120,Park Avenue,East 82nd Street,841.6,93.4,5,Park Avenue|East 86th Street|Lexington Avenue|East 82nd Street|East 82nd Street,275.6|166.3|329.8|69.9|0,31.5|16.9|35|10|0,depart|turn|turn|turn|arrive,left|left|right|left|arrive,"-73.955723,40.782403|-73.957306,40.780234|-73.955581,40.779507|-73.957472,40.776911|-73.956747,40.776605"
id0452172,East 50th Street,East 65th Street,1814.3,150.0,5,East 50th Street|3rd Avenue|3rd Avenue|East 65th Street|East 65th Street,438.8|398.2|807.6|169.7|0,42|32|64.9|11.1|0,depart|turn|fork|turn|arrive,none|left|slight right|right|arrive,"-73.97529,40.757732|-73.970736,40.755818|-73.968457,40.758954|-73.963843,40.765309|-73.962083,40.764566"
id0864073,Ludlow Street,Canal Street,1792.0,261.4,7,Ludlow Street|Delancey Street|Kenmare Street|Broome Street|Wooster Street|Canal Street|Canal Street,240.6|453.3|418|394.7|272.3|13.2|0,31.1|64.6|67.2|59.3|37.8|1.4|0,depart|turn|turn|turn|turn|end of road|arrive,right|right|slight right|right|left|right|arrive,"-73.987945,40.720886|-73.988982,40.718871|-73.993982,40.720305|-73.998196,40.721063|-74.002174,40.72293|-74.003918,40.720869|-74.004032,40.72095"
id1175193,Lexington Avenue,East 77th Street,2150.8,202.4,5,Lexington Avenue|East 86th Street|York Avenue|East 77th Street|East 77th Street,451.4|816.1|744.2|139|0,47|63.3|72.2|19.9|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.952985,40.783058|-73.955581,40.779507|-73.947122,40.775929|-73.951415,40.770081|-73.949965,40.769485"
id1331049,Park Avenue,West End Avenue,3462.8,301.7,9,Park Avenue|East 96th Street|Madison Avenue|East 97th Street|97th Street Transverse|Central Park West|West 96th Street|West End Avenue|West End Avenue,718.4|168.5|85.1|155.1|867.6|90.3|819|558.8|0,70.5|17|12.9|12.2|64.9|10|65.7|48.5|0,depart|turn|turn|turn|new name|turn|turn|turn|arrive,none|left|right|left|straight|left|right|right|arrive,"-73.956537,40.78084|-73.952412,40.786494|-73.95416,40.787231|-73.953672,40.787901|-73.955277,40.788585|-73.964188,40.792384|-73.964707,40.791674|-73.973207,40.795253|-73.970007,40.799654"
id1002978,West 33rd Street,10th Avenue,1031.4,136.7,5,West 33rd Street|9th Avenue|West 29th Street|10th Avenue|10th Avenue,425.3|316.8|270.7|18.6|0,56.9|43.6|34.2|2|0,depart|turn|turn|turn|arrive,right|left|right|right|arrive,"-73.992401,40.750852|-73.996789,40.752742|-73.998626,40.750257|-74.00143,40.751445|-74.001326,40.751592"
id2399307,Broadway,East 39th Street,3976.5,344.2,8,Broadway|Broadway|Columbus Avenue|9th Avenue|West 46th Street|Lexington Avenue|East 39th Street|East 39th Street,58|255.1|431.4|1047.8|1598.6|566|19.7|0,7|31.2|33.9|89.3|126.8|53.2|2.8|0,depart|continue|turn|new name|turn|turn|turn|arrive,right|uturn|slight right|straight|left|right|right|arrive,"-73.982111,40.774122|-73.98209,40.774643|-73.982295,40.772633|-73.984777,40.769241|-73.990767,40.760986|-73.97419,40.753994|-73.977436,40.749539|-73.977639,40.749626"
id2631755,East 57th Street,East 82nd Street,2416.6,217.3,6,East 57th Street|1st Avenue|East 79th Street|York Avenue|East 82nd Street|East 82nd Street,18.1|1783.6|215.9|247.1|151.8|0,5.2|144.8|21.3|24.2|21.8|0,depart|turn|turn|turn|turn|arrive,right|right|right|left|right|arrive,"-73.962734,40.758234|-73.962922,40.758313|-73.952677,40.772346|-73.950437,40.771402|-73.949009,40.773343|-73.947435,40.772679"
id2419385,Broadway,East 64th Street,2023.9,199.7,8,Broadway|West 61st Street|Central Park West|65th Street Transverse|East 65th Street|Park Avenue|East 64th Street|East 64th Street,242.4|118.2|318.9|885.6|299.5|79.7|79.6|0,31.2|26.5|30.3|60.1|25.7|12.5|13.4|0,depart|turn|end of road|turn|new name|turn|turn|arrive,right|left|left|right|straight|right|left|arrive,"-73.982301,40.771971|-73.982255,40.769792|-73.981029,40.769275|-73.979193,40.771782|-73.970281,40.768025|-73.967175,40.766714|-73.967637,40.766089|-73.966812,40.765741"
id1868044,8th Avenue,Lexington Avenue,2274.5,229.2,6,8th Avenue|West 46th Street|Park Avenue|East 52nd Street|Lexington Avenue|Lexington Avenue,385.1|1179.2|477.1|146.1|87|0,52.4|98.8|45.4|25|7.6|0,depart|turn|turn|turn|turn|arrive,none|right|left|right|right|arrive,"-73.990139,40.756756|-73.987929,40.759787|-73.975698,40.754634|-73.972965,40.75839|-73.971452,40.757748|-73.971951,40.757063"
id0642268,West 19th Street,8th Avenue,1122.7,149.7,3,West 19th Street|8th Avenue|8th Avenue,60.9|1061.9|0,10.8|138.9|0,depart|turn|arrive,right|right|arrive,"-73.999644,40.742573|-74.000275,40.742839|-73.994187,40.751198"
id1895727,Hudson Street,West 8th Street,1106.0,151.4,4,Hudson Street|Horatio Street|Greenwich Avenue|West 8th Street,185.8|287.6|632.6|0,24.9|43.8|82.7|0,depart|fork|turn|arrive,none|left|right|arrive,"-74.005172,40.7407|-74.005469,40.739046|-74.002401,40.738749|-73.999422,40.733545"
id1341326,5th Avenue,Morton Street,4816.5,580.7,7,5th Avenue|West 9th Street|Christopher Street|Grove Street|7th Avenue South|Morton Street|Morton Street,3881.3|299|187.8|170.2|253|25.2|0,455.3|33.4|25|23.6|39.8|3.6|0,depart|turn|new name|fork|turn|turn|arrive,left|right|straight|slight left|left|sharp left|arrive,"-73.973646,40.763409|-73.995904,40.732859|-73.999014,40.734147|-74.001205,40.733843|-74.00305,40.733221|-74.004223,40.731128|-74.003946,40.731214"
id0566450,East 59th Street,2nd Avenue,1290.2,104.3,3,East 59th Street|2nd Avenue|2nd Avenue,353.5|936.8|0,30.5|73.8|0,depart|turn|arrive,left|right|arrive,"-73.968006,40.762162|-73.964331,40.760633|-73.9697,40.753258"
id2386719,East 49th Street,East 70th Street,2513.6,232.0,7,East 49th Street|Park Avenue|East 50th Street|3rd Avenue|3rd Avenue|East 70th Street|East 70th Street,244.1|78.6|303.2|398.2|1207|282.5|0,22.1|9.2|29.1|32|97|42.6|0,depart|turn|turn|turn|fork|turn|arrive,left|right|right|left|slight right|right|arrive,"-73.97182,40.75545|-73.974347,40.756523|-73.973886,40.757137|-73.970736,40.755818|-73.968457,40.758954|-73.96155,40.768452|-73.958614,40.767224"
id3185621,East 79th Street,East 89th Street,1527.7,147.8,4,East 79th Street|3rd Avenue|East 89th Street|East 89th Street,418.3|821.5|287.9|0,33.5|70.8|43.5|0,depart|turn|turn|arrive,right|right|left|arrive,"-73.95297,40.772469|-73.95731,40.774297|-73.952573,40.780753|-73.955559,40.782013"
id1557428,East 59th Street,East 39th Street,1961.7,187.0,4,East 59th Street|Park Avenue|East 39th Street|East 39th Street,12.9|1689.6|259.2|0,5|142.6|39.4|0,depart|turn|turn|arrive,left|right|right|arrive,"-73.970036,40.763026|-73.969902,40.76297|-73.979154,40.750265|-73.981844,40.751396"
